dataset,subset,model,acc,gps,is_best,acc_class_0,acc_class_1
ArtificialDataset22,all,LogReg,0.613,0.601141608171157,0,0.5597189695550351,0.6527050610820244
ArtificialDataset22,all,SVM-linear,0.604,0.592600919775166,0,0.5550351288056206,0.6404886561954625
ArtificialDataset22,all,SVM-rbf,0.663,0.582801637939244,0,0.3583138173302108,0.8900523560209425
ArtificialDataset22,all,RandomForest,0.615,0.4392925056656855,0,0.20608899297423888,0.9197207678883071
ArtificialDataset22,all,KNN,0.713,0.6811165774001069,1,0.522248243559719,0.8551483420593369
ArtificialDataset22,all,NaiveBayes,0.611,0.5971371668291029,0,0.5456674473067916,0.6596858638743456
ArtificialDataset22,all,DecisionTree,0.549,0.5254678740836567,0,0.4496487119437939,0.6230366492146597
ArtificialDataset22,all,XGBoost,0.629,0.5791321818453986,0,0.4168618266978923,0.787085514834206
ArtificialDataset22,informative,LogReg,0.641,0.6273925623916152,0,0.5714285714285714,0.6928446771378709
ArtificialDataset22,informative,SVM-linear,0.627,0.6144248381422172,0,0.5667447306791569,0.6719022687609075
ArtificialDataset22,informative,SVM-rbf,0.722,0.6786775441202839,0,0.48009367681498827,0.9022687609075044
ArtificialDataset22,informative,RandomForest,0.607,0.4492150972845298,0,0.2224824355971897,0.893542757417103
ArtificialDataset22,informative,KNN,0.806,0.7945433713156457,1,0.6955503512880562,0.8883071553228621
ArtificialDataset22,informative,NaiveBayes,0.654,0.6376069799620766,0,0.5644028103044496,0.7207678883071553
ArtificialDataset22,informative,DecisionTree,0.533,0.5143683262738732,0,0.4566744730679157,0.5898778359511344
ArtificialDataset22,informative,XGBoost,0.641,0.5945461176723478,0,0.4332552693208431,0.7958115183246073
ArtificialDataset22,informative+redundant,LogReg,0.626,0.6092097532314924,0,0.5409836065573771,0.6893542757417103
ArtificialDataset22,informative+redundant,SVM-linear,0.618,0.6031642505580808,0,0.5456674473067916,0.6719022687609075
ArtificialDataset22,informative+redundant,SVM-rbf,0.698,0.6346031173729753,0,0.4098360655737705,0.912739965095986
ArtificialDataset22,informative+redundant,RandomForest,0.6,0.4421925551299691,0,0.22014051522248243,0.8830715532286213
ArtificialDataset22,informative+redundant,KNN,0.735,0.7074708146661839,1,0.5526932084309133,0.8708551483420593
ArtificialDataset22,informative+redundant,NaiveBayes,0.63,0.6113212077555676,0,0.5339578454332553,0.7015706806282722
ArtificialDataset22,informative+redundant,DecisionTree,0.537,0.5221933319112383,0,0.477751756440281,0.581151832460733
ArtificialDataset22,informative+redundant,XGBoost,0.64,0.592944369063772,0,0.4309133489461358,0.7958115183246073
ArtificialDataset22,informative+redundant_nonLinear,LogReg,0.617,0.6010625456865946,0,0.5386416861826698,0.675392670157068
ArtificialDataset22,informative+redundant_nonLinear,SVM-linear,0.614,0.597205982324949,0,0.531615925058548,0.675392670157068
ArtificialDataset22,informative+redundant_nonLinear,SVM-rbf,0.682,0.6266397647690729,0,0.4262295081967213,0.8726003490401396
ArtificialDataset22,informative+redundant_nonLinear,RandomForest,0.625,0.48044937942102944,0,0.24355971896955503,0.9092495636998255
ArtificialDataset22,informative+redundant_nonLinear,KNN,0.703,0.6700391134289438,1,0.5128805620608899,0.8446771378708552
ArtificialDataset22,informative+redundant_nonLinear,NaiveBayes,0.631,0.6189956456925738,0,0.5737704918032787,0.6736474694589878
ArtificialDataset22,informative+redundant_nonLinear,DecisionTree,0.531,0.5105355946061214,0,0.44730679156908665,0.5933682373472949
ArtificialDataset22,informative+redundant_nonLinear,XGBoost,0.624,0.5742623843222645,0,0.41451990632318503,0.7801047120418848
ArtificialDataset22,informative+noise,LogReg,0.631,0.6175437213267433,0,0.5644028103044496,0.680628272251309
ArtificialDataset22,informative+noise,SVM-linear,0.632,0.6198719918409509,0,0.5737704918032787,0.675392670157068
ArtificialDataset22,informative+noise,SVM-rbf,0.676,0.6032863849765256,0,0.3793911007025761,0.8970331588132635
ArtificialDataset22,informative+noise,RandomForest,0.603,0.3898052350255787,0,0.1686182669789227,0.9267015706806283
ArtificialDataset22,informative+noise,KNN,0.781,0.7663909068931748,1,0.6557377049180327,0.8743455497382199
ArtificialDataset22,informative+noise,NaiveBayes,0.645,0.6293553478208087,0,0.5620608899297423,0.7068062827225131
ArtificialDataset22,informative+noise,DecisionTree,0.541,0.5286624566518424,0,0.49414519906323184,0.5759162303664922
